Time,Displacement,Force,Rotation,Torque
12.88,0,0,-0.6105,-0.0009
12.9,0,0,-0.6114,-0.001
12.92,0,0,-0.6124,-0.0009
12.94,0,0,-0.6133,-0.0009
12.96,0,0,-0.6142,-0.001
12.98,0,0,-0.6151,-0.0009
13,0,0,-0.616,-0.001
13.02,0,0,-0.617,-0.0011
13.04,0,0,-0.6179,-0.001
13.06,0,0,-0.6189,-0.0011
13.08,0,0,-0.6198,-0.0012
13.1,0,0,-0.6208,-0.0011
13.12,0,0,-0.6218,-0.0011
13.14,0,0,-0.6228,-0.0011
13.16,0,0,-0.6238,-0.0011
13.18,0,0,-0.6248,-0.0011
13.2,0,0,-0.6258,-0.001
13.22,0,0,-0.6268,-0.001
13.24,0,0,-0.6278,-0.0011
13.26,0,0,-0.6288,-0.001
13.28,0,0,-0.6298,-0.001
13.3,0,0,-0.6307,-0.001
13.32,0,0,-0.6316,-0.001
13.34,0,0,-0.6325,-0.0012
13.36,0,0,-0.6335,-0.0011
13.38,0,0,-0.6344,-0.0011
13.4,0,0,-0.6353,-0.0012
13.42,0,0,-0.6362,-0.0012
13.44,0,0,-0.6371,-0.0011
13.46,0,0,-0.6381,-0.0012
13.48,0,0,-0.639,-0.0011
13.5,0,0,-0.64,-0.0012
13.52,0,0,-0.641,-0.0012
13.54,0,0,-0.6419,-0.0012
13.56,0,0,-0.6429,-0.0012
13.58,0,0,-0.6438,-0.0012
13.6,0,0,-0.6448,-0.0012
13.62,0,0,-0.6458,-0.0012
13.64,0,0,-0.6467,-0.0012
13.66,0,0,-0.6477,-0.0012
13.68,0,0,-0.6486,-0.0012
13.7,0,0,-0.6496,-0.0012
13.72,0,0,-0.6505,-0.0012
13.74,0,0,-0.6515,-0.0012
13.76,0,0,-0.6525,-0.0012
13.78,0,0,-0.6534,-0.0012
13.8,0,0,-0.6544,-0.0012
13.82,0,0,-0.6553,-0.0011
13.84,0,0,-0.6563,-0.0012
13.86,0,0,-0.6572,-0.0013
13.88,0,0,-0.6582,-0.0013
13.9,0,0,-0.6591,-0.0014
13.92,0,0,-0.6601,-0.0013
13.94,0,0,-0.661,-0.0013
13.96,0,0,-0.662,-0.0013
13.98,0,0,-0.6629,-0.0012
14,0,0,-0.6638,-0.0012
14.02,0,0,-0.6648,-0.0012
14.04,0,0,-0.6658,-0.0012
14.06,0,0,-0.6667,-0.0013
14.08,0,0,-0.6677,-0.0013
14.1,0,0,-0.6686,-0.0013
14.12,0,0,-0.6696,-0.0014
14.14,0,0,-0.6705,-0.0013
14.16,0,0,-0.6715,-0.0013
14.18,0,0,-0.6724,-0.0013
14.2,0,0,-0.6734,-0.0013
14.22,0,0,-0.6744,-0.0013
14.24,0,0,-0.6753,-0.0013
14.26,0,0,-0.6762,-0.0013
14.28,0,0,-0.6771,-0.0013
14.3,0,0,-0.678,-0.0013
14.32,0,0,-0.6789,-0.0014
14.34,0,0,-0.6798,-0.0014
14.36,0,0,-0.6808,-0.0014
14.38,0,0,-0.6817,-0.0014
14.4,0,0,-0.6826,-0.0014
14.42,0,0,-0.6836,-0.0014
14.44,0,0,-0.6845,-0.0013
14.46,0,0,-0.6855,-0.0013
14.48,0,0,-0.6865,-0.0013
14.5,0,0,-0.6874,-0.0014
14.52,0,0,-0.6884,-0.0014
14.54,0,0,-0.6894,-0.0015
14.56,0,0,-0.6903,-0.0016
14.58,0,0,-0.6913,-0.0015
14.6,0,0,-0.6923,-0.0015
14.62,0,0,-0.6932,-0.0014
14.64,0,0,-0.6942,-0.0014
14.66,0,0,-0.6952,-0.0014
14.68,0,0,-0.6961,-0.0014
14.7,0,0,-0.697,-0.0014
14.72,0,0,-0.698,-0.0015
14.74,0,0,-0.699,-0.0015
14.76,0,0,-0.6999,-0.0015
14.78,0,0,-0.7009,-0.0015
14.8,0,0,-0.7018,-0.0014
14.82,0,0,-0.7028,-0.0014
14.84,0,0,-0.7038,-0.0014
14.86,0,0,-0.7047,-0.0015
14.88,0,0,-0.7057,-0.0015
14.9,0,0,-0.7067,-0.0015
14.92,0,0,-0.7077,-0.0014
14.94,0,0,-0.7087,-0.0014
14.96,0,0,-0.7097,-0.0015
14.98,0,0,-0.7106,-0.0014
15,0,0,-0.7116,-0.0015
15.02,0,0,-0.7126,-0.0015
15.04,0,0,-0.7136,-0.0016
15.06,0,0,-0.7146,-0.0016
15.08,0,0,-0.7156,-0.0015
15.1,0,0,-0.7167,-0.0016
15.12,0,0,-0.7177,-0.0015
15.14,0,0,-0.7186,-0.0015
15.16,0,0,-0.7196,-0.0016
15.18,0,0,-0.7205,-0.0016
15.2,0,0,-0.7215,-0.0016
15.22,0,0,-0.7224,-0.0015
15.24,0,0,-0.7234,-0.0015
15.26,0,0,-0.7243,-0.0015
15.28,0,0,-0.7252,-0.0016
15.3,0,0,-0.7262,-0.0016
15.32,0,0,-0.7271,-0.0016
15.34,0,0,-0.728,-0.0016
15.36,0,0,-0.729,-0.0017
15.38,0,0,-0.7299,-0.0017
15.4,0,0,-0.7308,-0.0016
15.42,0,0,-0.7318,-0.0016
15.44,0,0,-0.7327,-0.0016
15.46,0,0,-0.7337,-0.0016
15.48,0,0,-0.7347,-0.0016
15.5,0,0,-0.7356,-0.0017
15.52,0,0,-0.7366,-0.0017
15.54,0,0,-0.7375,-0.0017
15.56,0,0,-0.7385,-0.0017
15.58,0,0,-0.7395,-0.0017
15.6,0,0,-0.7404,-0.0017
15.62,0,0,-0.7414,-0.0017
15.64,0,0,-0.7423,-0.0016
15.66,0,0,-0.7433,-0.0016
15.68,0,0,-0.7443,-0.0017
15.7,0,0,-0.7453,-0.0017
15.72,0,0,-0.7463,-0.0017
15.74,0,0,-0.7473,-0.0018
15.76,0,0,-0.7483,-0.0017
15.78,0,0,-0.7493,-0.0017
15.8,0,0,-0.7503,-0.0017
15.82,0,0,-0.7513,-0.0018
15.84,0,0,-0.7523,-0.0018
15.86,0,0,-0.7532,-0.0018
15.88,0,0,-0.7542,-0.0017
15.9,0,0,-0.7553,-0.0016
15.92,0,0,-0.7563,-0.0017
15.94,0,0,-0.7573,-0.0018
15.96,0,0,-0.7583,-0.0017
15.98,0,0,-0.7594,-0.0018
16,0,0,-0.7604,-0.0018
16.02,0,0,-0.7613,-0.0017
16.04,0,0,-0.7623,-0.0018
16.06,0,0,-0.7633,-0.0018
16.08,0,0,-0.7643,-0.0019
16.1,0,0,-0.7652,-0.0018
16.12,0,0,-0.7661,-0.0018
16.14,0,0,-0.7671,-0.0018
16.16,0,0,-0.768,-0.0019
16.18,0,0,-0.7689,-0.0019
16.2,0,0,-0.7699,-0.0018
16.22,0,0,-0.7708,-0.0018
16.24,0,0,-0.7718,-0.0018
16.26,0,0,-0.7727,-0.0018
16.28,0,0,-0.7737,-0.0018
16.3,0,0,-0.7747,-0.0018
16.32,0,0,-0.7756,-0.0018
16.34,0,0,-0.7766,-0.0018
16.36,0,0,-0.7776,-0.0018
16.38,0,0,-0.7786,-0.0018
16.4,0,0,-0.7796,-0.0018
16.42,0,0,-0.7806,-0.0018
16.44,0,0,-0.7816,-0.0018
16.46,0,0,-0.7826,-0.0018
16.48,0,0,-0.7836,-0.0019
16.5,0,0,-0.7847,-0.0019
16.52,0,0,-0.7857,-0.0018
16.54,0,0,-0.7866,-0.002
16.56,0,0,-0.7876,-0.002
16.58,0,0,-0.7886,-0.002
16.6,0,0,-0.7896,-0.002
16.62,0,0,-0.7905,-0.002
16.64,0,0,-0.7915,-0.0019
16.66,0,0,-0.7925,-0.002
16.68,0,0,-0.7934,-0.002
16.7,0,0,-0.7944,-0.0019
16.72,0,0,-0.7954,-0.0019
16.74,0,0,-0.7964,-0.0019
16.76,0,0,-0.7973,-0.0019
16.78,0,0,-0.7983,-0.0019
16.8,0,0,-0.7993,-0.002
16.82,0,0,-0.8003,-0.0021
16.84,0,0,-0.8012,-0.002
16.86,0,0,-0.8022,-0.002
16.88,0,0,-0.8032,-0.002
16.9,0,0,-0.8041,-0.0021
16.92,0,0,-0.8051,-0.0021
16.94,0,0,-0.8061,-0.002
16.96,0,0,-0.8071,-0.0021
16.98,0,0,-0.8081,-0.0021
17,0,0,-0.8091,-0.002
17.02,0,0,-0.8101,-0.002
17.04,0,0,-0.8111,-0.002
17.06,0,0,-0.8121,-0.0019
17.08,0,0,-0.8131,-0.002
17.1,0,0,-0.8141,-0.0021
17.12,0,0,-0.815,-0.0021
17.14,0,0,-0.816,-0.0021
17.16,0,0,-0.8169,-0.0021
17.18,0,0,-0.8178,-0.0021
17.2,0,0,-0.8187,-0.002
17.22,0,0,-0.8196,-0.0021
17.24,0,0,-0.8206,-0.0021
17.26,0,0,-0.8215,-0.002
17.28,0,0,-0.8225,-0.0021
17.3,0,0,-0.8234,-0.002
17.32,0,0,-0.8243,-0.002
17.34,0,0,-0.8253,-0.0021
17.36,0,0,-0.8262,-0.0021
17.38,0,0,-0.8271,-0.0022
17.4,0,0,-0.8281,-0.0021
17.42,0,0,-0.8291,-0.0021
17.44,0,0,-0.83,-0.0021
17.46,0,0,-0.831,-0.0022
17.48,0,0,-0.8319,-0.0021
17.5,0,0,-0.8329,-0.0021
17.52,0,0,-0.8338,-0.0021
17.54,0,0,-0.8348,-0.0022
17.56,0,0,-0.8357,-0.0022
17.58,0,0,-0.8367,-0.0022
17.6,0,0,-0.8376,-0.0021
17.62,0,0,-0.8386,-0.0021
17.64,0,0,-0.8396,-0.0022
17.66,0,0,-0.8406,-0.0021
17.68,0,0,-0.8416,-0.0021
17.7,0,0,-0.8426,-0.0021
17.72,0,0,-0.8436,-0.0022
17.74,0,0,-0.8445,-0.0022
17.76,0,0,-0.8455,-0.0021
17.78,0,0,-0.8465,-0.0021
17.8,0,0,-0.8475,-0.0021
17.82,0,0,-0.8484,-0.0022
17.84,0,0,-0.8494,-0.0022
17.86,0,0,-0.8504,-0.0022
17.88,0,0,-0.8513,-0.0022
17.9,0,0,-0.8522,-0.0022
17.92,0,0,-0.8532,-0.0022
17.94,0,0,-0.8541,-0.0022
17.96,0,0,-0.8551,-0.0022
17.98,0,0,-0.8561,-0.0022
18,0,0,-0.8571,-0.0023
18.02,0,0,-0.8581,-0.0023
18.04,0,0,-0.859,-0.0023
18.06,0,0,-0.86,-0.0023
18.08,0,0,-0.861,-0.0023
18.1,0,0,-0.8619,-0.0022
18.12,0,0,-0.8629,-0.0022
18.14,0,0,-0.8638,-0.0022
18.16,0,0,-0.8647,-0.0023
18.18,0,0,-0.8656,-0.0024
18.2,0,0,-0.8666,-0.0024
18.22,0,0,-0.8675,-0.0024
18.24,0,0,-0.8685,-0.0023
18.26,0,0,-0.8694,-0.0023
18.28,0,0,-0.8704,-0.0023
18.3,0,0,-0.8714,-0.0024
18.32,0,0,-0.8723,-0.0024
18.34,0,0,-0.8733,-0.0023
18.36,0,0,-0.8742,-0.0024
18.38,0,0,-0.8752,-0.0024
18.4,0,0,-0.8761,-0.0024
18.42,0,0,-0.8771,-0.0024
18.44,0,0,-0.878,-0.0024
18.46,0,0,-0.879,-0.0023
18.48,0,0,-0.88,-0.0023
18.5,0,0,-0.8809,-0.0023
18.52,0,0,-0.8819,-0.0023
18.54,0,0,-0.8829,-0.0023
18.56,0,0,-0.8839,-0.0023
18.58,0,0,-0.8848,-0.0023
18.6,0,0,-0.8858,-0.0023
18.62,0,0,-0.8868,-0.0024
18.64,0,0,-0.8877,-0.0025
18.66,0,0,-0.8887,-0.0024
18.68,0,0,-0.8896,-0.0024
18.7,0,0,-0.8906,-0.0025
18.72,0,0,-0.8915,-0.0024
18.74,0,0,-0.8924,-0.0025
18.76,0,0,-0.8934,-0.0024
18.78,0,0,-0.8943,-0.0024
18.8,0,0,-0.8952,-0.0025
18.82,0,0,-0.8961,-0.0026
18.84,0,0,-0.8971,-0.0025
18.86,0,0,-0.898,-0.0025
18.88,0,0,-0.8989,-0.0024
18.9,0,0,-0.8999,-0.0025
18.92,0,0,-0.9008,-0.0025
18.94,0,0,-0.9017,-0.0025
18.96,0,0,-0.9026,-0.0026
18.98,0,0,-0.9036,-0.0026
19,0,0,-0.9046,-0.0026
19.02,0,0,-0.9055,-0.0024
19.04,0,0,-0.9065,-0.0024
19.06,0,0,-0.9075,-0.0025
19.08,0,0,-0.9084,-0.0026
19.1,0,0,-0.9094,-0.0025
19.12,0,0,-0.9104,-0.0025
19.14,0,0,-0.9114,-0.0025
19.16,0,0,-0.9123,-0.0025
19.18,0,0,-0.9133,-0.0026
19.2,0,0,-0.9143,-0.0026
19.22,0,0,-0.9153,-0.0026
19.24,0,0,-0.9162,-0.0026
19.26,0,0,-0.9172,-0.0025
19.28,0,0,-0.9182,-0.0024
19.3,0,0,-0.9191,-0.0024
19.32,0,0,-0.9201,-0.0025
19.34,0,0,-0.921,-0.0025
19.36,0,0,-0.922,-0.0025
19.38,0,0,-0.923,-0.0025
19.4,0,0,-0.924,-0.0027
19.42,0,0,-0.9251,-0.0027
19.44,0,0,-0.9261,-0.0026
19.46,0,0,-0.927,-0.0026
19.48,0,0,-0.928,-0.0025
19.5,0,0,-0.929,-0.0025
19.52,0,0,-0.9299,-0.0026
19.54,0,0,-0.9309,-0.0026
19.56,0,0,-0.9318,-0.0026
19.58,0,0,-0.9328,-0.0026
19.6,0,0,-0.9337,-0.0027
19.62,0,0,-0.9347,-0.0027
19.64,0,0,-0.9356,-0.0027
19.66,0,0,-0.9366,-0.0026
19.68,0,0,-0.9375,-0.0027
19.7,0,0.0001,-0.9385,-0.0027
19.72,0,0,-0.9394,-0.0026
19.74,0,0,-0.9404,-0.0027
19.76,0,0,-0.9413,-0.0027
19.78,0,0,-0.9422,-0.0028
19.8,0,0,-0.9431,-0.0028
19.82,0,0,-0.944,-0.0028
19.84,0,0,-0.9448,-0.0027
19.86,0,0,-0.9456,-0.0027
19.88,0,0,-0.9465,-0.0026
19.9,0,0,-0.9474,-0.0027
19.92,0,0,-0.9483,-0.0028
19.94,0,0,-0.9492,-0.0027
19.96,0,0,-0.9501,-0.0027
19.98,0,0,-0.9511,-0.0028
20,0,0.0001,-0.9521,-0.0028
20.02,0,0,-0.9531,-0.0028
20.04,0,0,-0.9541,-0.0027
20.06,0,0,-0.9551,-0.0027
20.08,0,0,-0.9561,-0.0027
20.1,0,0,-0.9571,-0.0028
20.12,0,0,-0.9582,-0.0028
20.14,0,0,-0.9592,-0.0028
20.16,0,0,-0.9603,-0.0028
20.18,0,0,-0.9613,-0.0028
20.2,0,0,-0.9623,-0.0029
20.22,0,0,-0.9633,-0.0028
20.24,0,0,-0.9643,-0.0028
20.26,0,0,-0.9654,-0.0028
20.28,0,0,-0.9664,-0.0028
20.3,0,0,-0.9674,-0.0028
20.32,0,0,-0.9684,-0.0028
20.34,0,0,-0.9694,-0.0028
20.36,0,0,-0.9703,-0.0028
20.38,0,0,-0.9713,-0.0028
20.4,0,0,-0.9723,-0.0029
20.42,0,0,-0.9732,-0.0029
20.44,0,0,-0.9742,-0.0028
20.46,0,0,-0.9751,-0.0029
20.48,0,0,-0.9761,-0.0029
20.5,0,0,-0.977,-0.0029
20.52,0,0,-0.9779,-0.0029
20.54,0,0,-0.9789,-0.0029
20.56,0,0,-0.9798,-0.003
20.58,0,0,-0.9807,-0.0029
20.6,0,0,-0.9816,-0.0028
20.62,0,0,-0.9826,-0.0029
20.64,0,0,-0.9835,-0.0029
20.66,0,0,-0.9843,-0.0028
20.68,0,0,-0.9852,-0.0028
20.7,0,0,-0.9862,-0.0029
20.72,0,0,-0.9871,-0.0028
20.74,0,0,-0.988,-0.0028
20.76,0,0,-0.989,-0.0028
20.78,0,0,-0.9899,-0.0029
20.8,0,0,-0.9909,-0.0029
20.82,0,0,-0.9919,-0.0029
20.84,0,0,-0.9928,-0.0029
20.86,0,0,-0.9938,-0.003
20.88,0,0,-0.9947,-0.003
20.9,0,0,-0.9957,-0.003
20.92,0,0,-0.9966,-0.003
20.94,0,0,-0.9975,-0.0029
20.96,0,0,-0.9985,-0.003
20.98,0,0,-0.9994,-0.0029
21,0,0,-1.0003,-0.0029
21.02,0,0,-1.0012,-0.003
21.04,0,0,-1.0022,-0.0029
21.06,0,0,-1.0031,-0.003
21.08,0,0,-1.004,-0.003
21.1,0,0,-1.005,-0.003
21.12,0,0,-1.0059,-0.003
21.14,0,0,-1.0068,-0.003
21.16,0,0,-1.0077,-0.003
21.18,0,0,-1.0087,-0.003
21.2,0,0,-1.0096,-0.003
21.22,0,0,-1.0105,-0.0029
21.24,0,0,-1.0115,-0.003
21.26,0,0,-1.0124,-0.003
21.28,0,0,-1.0133,-0.003
21.3,0,0,-1.0143,-0.003
21.32,0,0,-1.0153,-0.0031
21.34,0,0,-1.0163,-0.003
21.36,0,0,-1.0172,-0.003
21.38,0,0,-1.0182,-0.003
21.4,0,0,-1.0192,-0.0031
21.42,0,0,-1.0202,-0.0031
21.44,0,0,-1.0211,-0.0031
21.46,0,0,-1.0221,-0.0031
21.48,0,0,-1.0231,-0.0031
21.5,0,0,-1.024,-0.0031
21.52,0,0,-1.025,-0.0031
21.54,0,0,-1.0259,-0.0031
21.56,0,0,-1.0269,-0.0031
21.58,0,0,-1.0278,-0.0031
21.6,0,0,-1.0288,-0.0031
21.62,0,0,-1.0297,-0.0031
21.64,0,0,-1.0307,-0.0031
21.66,0,0,-1.0317,-0.0032
21.68,0,0,-1.0327,-0.0032
21.7,0,0,-1.0336,-0.0032
21.72,0,0,-1.0346,-0.0032
21.74,0,0,-1.0356,-0.0032
21.76,0,0,-1.0366,-0.0031
21.78,0,0,-1.0376,-0.003
21.8,0,0,-1.0385,-0.0031
21.82,0,0,-1.0395,-0.0032
21.84,0,0,-1.0404,-0.0032
21.86,0,0,-1.0414,-0.0033
21.88,0,0,-1.0423,-0.0033
21.9,0,0,-1.0433,-0.0033
21.92,0,0,-1.0442,-0.0032
21.94,0,0,-1.0451,-0.0031
21.96,0,0,-1.046,-0.0032
21.98,0,0,-1.0469,-0.0032
22,0,0,-1.0479,-0.0032
22.02,0,0,-1.0488,-0.0032
22.04,0,0,-1.0497,-0.0032
22.06,0,0,-1.0506,-0.0032
22.08,0,0,-1.0515,-0.0033
22.1,0,0,-1.0524,-0.0033
22.12,0,0,-1.0533,-0.0032
22.14,0,0,-1.0542,-0.0032
22.16,0,0,-1.0552,-0.0032
22.18,0,0,-1.0562,-0.0032
22.2,0,0,-1.0571,-0.0032
22.22,0,0,-1.0581,-0.0032
22.24,0,0,-1.0591,-0.0032
22.26,0,0,-1.0601,-0.0032
22.28,0,0,-1.0611,-0.0032
22.3,0,0,-1.0622,-0.0033
22.32,0,0,-1.0631,-0.0033
22.34,0,0,-1.0641,-0.0033
22.36,0,0,-1.0651,-0.0033
22.38,0,0,-1.0661,-0.0033
22.4,0,0,-1.0671,-0.0034
22.42,0,0,-1.0681,-0.0034
22.44,0,0,-1.069,-0.0033
22.46,0,0,-1.07,-0.0034
22.48,0,0,-1.0709,-0.0033
22.5,0,0,-1.0718,-0.0032
22.52,0,0,-1.0728,-0.0033
22.54,0,0,-1.0737,-0.0034
22.56,0,0,-1.0747,-0.0033
22.58,0,0,-1.0756,-0.0032
22.6,0,0,-1.0766,-0.0033
22.62,0,0,-1.0775,-0.0033
22.64,0,0,-1.0785,-0.0033
22.66,0,0,-1.0794,-0.0034
22.68,0,0,-1.0804,-0.0034
22.7,0,0,-1.0814,-0.0034
22.72,0,0,-1.0823,-0.0034
22.74,0,0,-1.0833,-0.0034
22.76,0,0,-1.0843,-0.0034
22.78,0,0,-1.0852,-0.0034
22.8,0,0,-1.0862,-0.0034
22.82,0,0,-1.0871,-0.0034
22.84,0,0,-1.0881,-0.0034
22.86,0,0,-1.0891,-0.0034
22.88,0,0,-1.0901,-0.0034
22.9,0,0.0001,-1.0911,-0.0034
22.92,0,0,-1.092,-0.0034
22.94,0,0,-1.093,-0.0034
22.96,0,0,-1.0939,-0.0034
22.98,0,0,-1.0949,-0.0034
23,0,0,-1.0959,-0.0033
23.02,0,0,-1.0968,-0.0033
23.04,0,0,-1.0978,-0.0034
23.06,0,0,-1.0987,-0.0034
23.08,0,0,-1.0997,-0.0034
23.1,0,0,-1.1006,-0.0034
23.12,0,0,-1.1016,-0.0035
