Time,Displacement,Force,Rotation,Torque
(s),(mm),(kN),(deg),(N-m)
11.52,0,-0.0001,-0.5462,0
11.54,0,0,-0.5472,-0.0001
11.56,0,-0.0001,-0.5481,-0.0001
11.58,0,-0.0001,-0.5491,-0.0001
11.6,0,-0.0001,-0.55,-0.0001
11.62,0,-0.0001,-0.551,-0.0001
11.64,0,-0.0001,-0.5519,-0.0002
11.66,0,-0.0001,-0.5529,-0.0001
11.68,0,-0.0001,-0.5538,-0.0001
11.7,0,-0.0001,-0.5547,0
11.72,0,-0.0001,-0.5557,0
11.74,0,-0.0001,-0.5566,-0.0001
11.76,0,-0.0001,-0.5576,-0.0002
11.78,0,-0.0001,-0.5585,-0.0001
11.8,0,-0.0001,-0.5594,0
11.82,0,-0.0001,-0.5604,-0.0001
11.84,0,-0.0001,-0.5614,-0.0001
11.86,0,-0.0001,-0.5623,-0.0001
11.88,0,-0.0001,-0.5633,-0.0002
11.9,0,-0.0001,-0.5643,-0.0002
11.92,0,-0.0001,-0.5653,-0.0001
11.94,0,-0.0001,-0.5662,-0.0001
11.96,0,-0.0001,-0.5672,-0.0001
11.98,0,-0.0001,-0.5682,-0.0001
12,0,-0.0001,-0.5692,-0.0001
12.02,0,0,-0.5702,-0.0002
12.04,0,-0.0001,-0.5711,-0.0002
12.06,0,-0.0001,-0.5721,-0.0002
12.08,0,-0.0001,-0.5731,-0.0002
12.1,0,-0.0001,-0.574,-0.0001
12.12,0,-0.0001,-0.575,-0.0001
12.14,0,-0.0001,-0.576,-0.0001
12.16,0,-0.0001,-0.5769,-0.0001
12.18,0,-0.0001,-0.5778,-0.0001
12.2,0,-0.0001,-0.5788,-0.0001
12.22,0,-0.0001,-0.5798,-0.0001
12.24,0,-0.0001,-0.5807,-0.0001
12.26,0,-0.0001,-0.5816,-0.0001
12.28,0,-0.0001,-0.5826,-0.0001
12.3,0,-0.0001,-0.5835,-0.0001
12.32,0,-0.0001,-0.5844,-0.0001
12.34,0,-0.0001,-0.5854,-0.0001
12.36,0,-0.0001,-0.5863,-0.0001
12.38,0,-0.0001,-0.5873,-0.0001
12.4,0,-0.0001,-0.5882,-0.0002
12.42,0,-0.0001,-0.5892,-0.0001
12.44,0,-0.0001,-0.5902,-0.0001
12.46,0,-0.0001,-0.5912,-0.0001
12.48,0,-0.0001,-0.5921,-0.0001
12.5,0,-0.0001,-0.5931,-0.0002
12.52,0,-0.0001,-0.5941,-0.0002
12.54,0,-0.0001,-0.595,-0.0002
12.56,0,-0.0001,-0.596,-0.0002
12.58,0,-0.0001,-0.597,-0.0002
12.6,0,-0.0001,-0.598,-0.0002
12.62,0,-0.0001,-0.5989,-0.0001
12.64,0,-0.0001,-0.5999,-0.0001
12.66,0,-0.0001,-0.6009,-0.0001
12.68,0,0,-0.6018,-0.0002
12.7,0,-0.0001,-0.6028,-0.0002
12.72,0,-0.0001,-0.6037,-0.0002
12.74,0,-0.0001,-0.6047,-0.0001
12.76,0,-0.0001,-0.6057,-0.0001
12.78,0,-0.0001,-0.6066,-0.0001
12.8,0,-0.0001,-0.6076,-0.0001
12.82,0,-0.0001,-0.6086,-0.0002
12.84,0,-0.0001,-0.6095,-0.0002
12.86,0,-0.0001,-0.6105,-0.0001
12.88,0,-0.0001,-0.6114,-0.0001
12.9,0,0,-0.6124,-0.0002
12.92,0,-0.0001,-0.6133,-0.0002
12.94,0,-0.0001,-0.6142,-0.0001
12.96,0,-0.0001,-0.6152,-0.0001
12.98,0,-0.0001,-0.6162,-0.0001
13,0,-0.0001,-0.6171,-0.0002
13.02,0,-0.0001,-0.6181,-0.0002
13.04,0,0,-0.6191,-0.0001
13.06,0,0,-0.6201,-0.0001
13.08,0,-0.0001,-0.621,-0.0001
13.1,0,0,-0.622,-0.0001
13.12,0,-0.0001,-0.623,-0.0002
13.14,0,0,-0.6239,-0.0002
13.16,0,0,-0.6249,-0.0002
13.18,0,0,-0.6258,-0.0002
13.2,0,-0.0001,-0.6268,-0.0002
13.22,0,0,-0.6277,-0.0002
13.24,0,0,-0.6287,-0.0002
13.26,0,0,-0.6296,-0.0002
13.28,0,0,-0.6306,-0.0001
13.3,0,0,-0.6315,-0.0001
13.32,0,0,-0.6325,-0.0001
13.34,0,0,-0.6334,-0.0001
13.36,0,-0.0001,-0.6344,-0.0001
13.38,0,-0.0001,-0.6353,-0.0002
13.4,0,-0.0001,-0.6363,-0.0002
13.42,0,-0.0001,-0.6372,-0.0002
13.44,0,0,-0.6382,-0.0002
13.46,0,0,-0.6391,-0.0002
13.48,0,0,-0.6401,-0.0002
13.5,0,0,-0.641,-0.0002
13.52,0,-0.0001,-0.642,-0.0001
13.54,0,-0.0001,-0.6429,-0.0001
13.56,0,0,-0.6439,-0.0001
13.58,0,0,-0.6448,-0.0003
13.6,0,0,-0.6458,-0.0002
13.62,0,0,-0.6467,-0.0002
13.64,0,0,-0.6477,-0.0002
13.66,0,0,-0.6487,-0.0002
13.68,0,0,-0.6496,-0.0002
13.7,0,0,-0.6506,-0.0002
13.72,0,-0.0001,-0.6516,-0.0002
13.74,0,-0.0001,-0.6525,-0.0002
13.76,0,0,-0.6534,-0.0002
13.78,0,0,-0.6544,-0.0001
13.8,0,0,-0.6553,-0.0001
13.82,0,0,-0.6562,-0.0001
13.84,0,-0.0001,-0.6572,-0.0002
13.86,0,0,-0.6581,-0.0002
13.88,0,-0.0001,-0.6591,-0.0001
13.9,0,-0.0001,-0.66,-0.0001
13.92,0,0,-0.6609,-0.0001
13.94,0,0,-0.6619,-0.0002
13.96,0,0,-0.6628,-0.0002
13.98,0,0,-0.6638,-0.0002
14,0,-0.0001,-0.6647,-0.0001
14.02,0,0,-0.6657,-0.0001
14.04,0,0,-0.6666,-0.0001
14.06,0,0,-0.6675,-0.0001
14.08,0,0,-0.6684,-0.0001
14.1,0,0,-0.6694,-0.0001
14.12,0,-0.0001,-0.6703,-0.0001
14.14,0,-0.0001,-0.6712,-0.0001
14.16,0,-0.0001,-0.6722,-0.0002
14.18,0,0,-0.6731,-0.0002
14.2,0,0,-0.674,-0.0002
14.22,0,0,-0.675,-0.0001
14.24,0,0,-0.6759,-0.0002
14.26,0,-0.0001,-0.6769,-0.0002
14.28,0,0,-0.6778,-0.0003
14.3,0,0,-0.6788,-0.0003
14.32,0,0,-0.6797,-0.0002
14.34,0,0,-0.6806,-0.0002
14.36,0,0,-0.6816,-0.0002
14.38,0,0,-0.6825,-0.0001
14.4,0,0,-0.6834,-0.0002
14.42,0,-0.0001,-0.6843,-0.0003
14.44,0,-0.0001,-0.6853,-0.0002
14.46,0,0,-0.6862,-0.0002
14.48,0,0,-0.6872,-0.0002
14.5,0,0,-0.6881,-0.0001
14.52,0,0,-0.6891,-0.0001
14.54,0,0,-0.69,-0.0002
14.56,0,0,-0.691,-0.0003
14.58,0,0,-0.6919,-0.0002
14.6,0,0,-0.6929,-0.0002
14.62,0,0,-0.6938,-0.0002
14.64,0,0,-0.6948,-0.0002
14.66,0,0,-0.6958,-0.0002
14.68,0,0,-0.6967,-0.0002
14.7,0,0,-0.6977,-0.0002
14.72,0,0,-0.6986,-0.0001
14.74,0,0,-0.6996,-0.0002
14.76,0,0,-0.7005,-0.0002
14.78,0,0,-0.7015,-0.0002
14.8,0,0,-0.7025,-0.0002
14.82,0,0,-0.7035,-0.0002
14.84,0,0,-0.7044,-0.0003
14.86,0,0,-0.7054,-0.0002
14.88,0,0,-0.7064,-0.0002
14.9,0,0,-0.7074,-0.0003
14.92,0,0,-0.7083,-0.0002
14.94,0,0,-0.7093,-0.0002
14.96,0,0,-0.7102,-0.0002
14.98,0,0,-0.7112,-0.0003
15,0,0,-0.7121,-0.0003
15.02,0,0,-0.7131,-0.0003
15.04,0,0,-0.714,-0.0002
15.06,0,0,-0.7149,-0.0003
15.08,0,0,-0.7158,-0.0003
15.1,0,0,-0.7167,-0.0003
15.12,0,0,-0.7177,-0.0003
15.14,0,0,-0.7186,-0.0003
15.16,0,0,-0.7196,-0.0002
15.18,0,0,-0.7205,-0.0001
15.2,0,0,-0.7214,-0.0001
15.22,0,0,-0.7224,-0.0002
15.24,0,0,-0.7234,-0.0002
15.26,0,0,-0.7243,-0.0002
15.28,0,0,-0.7253,-0.0002
15.3,0,0,-0.7262,-0.0002
15.32,0,0,-0.7272,-0.0003
15.34,0,0,-0.7282,-0.0003
15.36,0,0,-0.7291,-0.0003
15.38,0,0,-0.7301,-0.0003
15.4,0,0,-0.731,-0.0002
15.42,0,0,-0.732,-0.0003
15.44,0,0,-0.7329,-0.0003
15.46,0,0,-0.7339,-0.0003
15.48,0,0,-0.7348,-0.0002
15.5,0,0,-0.7358,-0.0002
15.52,0,0,-0.7367,-0.0002
15.54,0,0,-0.7377,-0.0003
15.56,0,0,-0.7387,-0.0003
15.58,0,0,-0.7396,-0.0003
15.6,0,0,-0.7406,-0.0003
15.62,0,0,-0.7416,-0.0002
15.64,0,0,-0.7425,-0.0002
15.66,0,0,-0.7435,-0.0002
15.68,0,0,-0.7445,-0.0002
15.7,0,0,-0.7455,-0.0002
15.72,0,0,-0.7464,-0.0003
15.74,0,0,-0.7474,-0.0002
15.76,0,0,-0.7483,-0.0002
15.78,0,0,-0.7493,-0.0002
15.8,0,0,-0.7503,-0.0002
15.82,0,0,-0.7512,-0.0002
15.84,0,0,-0.7522,-0.0002
15.86,0,0,-0.7531,-0.0003
15.88,0,0,-0.7541,-0.0002
15.9,0,0,-0.755,-0.0002
15.92,0,0,-0.756,-0.0003
15.94,0,0,-0.7569,-0.0002
15.96,0,0,-0.7578,-0.0003
15.98,0,0,-0.7588,-0.0002
16,0,0,-0.7597,-0.0002
16.02,0,0,-0.7607,-0.0002
16.04,0,0,-0.7616,-0.0002
16.06,0,0,-0.7626,-0.0003
16.08,0,0,-0.7636,-0.0003
16.1,0,0,-0.7646,-0.0003
16.12,0,0,-0.7656,-0.0003
16.14,0,0,-0.7665,-0.0003
16.16,0,0,-0.7675,-0.0002
16.18,0,0,-0.7685,-0.0003
16.2,0,0,-0.7695,-0.0002
16.22,0,0,-0.7704,-0.0003
16.24,0,0,-0.7714,-0.0003
16.26,0,0,-0.7724,-0.0003
16.28,0,0,-0.7734,-0.0003
16.3,0,0,-0.7743,-0.0003
16.32,0,0,-0.7753,-0.0003
16.34,0,0,-0.7763,-0.0002
16.36,0,0,-0.7772,-0.0002
16.38,0,0,-0.7782,-0.0003
16.4,0,0,-0.7791,-0.0004
16.42,0,0,-0.7801,-0.0003
16.44,0,0,-0.7811,-0.0003
16.46,0,0,-0.782,-0.0003
16.48,0,0,-0.783,-0.0003
16.5,0,0,-0.784,-0.0003
16.52,0,0,-0.785,-0.0003
16.54,0,0,-0.7859,-0.0003
16.56,0,0,-0.7869,-0.0003
16.58,0,0,-0.7879,-0.0003
16.6,0,0,-0.7889,-0.0003
16.62,0,0,-0.7898,-0.0003
16.64,0,0,-0.7908,-0.0003
16.66,0,0,-0.7918,-0.0002
16.68,0,0,-0.7928,-0.0002
16.7,0,0,-0.7937,-0.0002
16.72,0,0,-0.7947,-0.0002
16.74,0,0,-0.7957,-0.0003
16.76,0,0,-0.7966,-0.0004
16.78,0,0,-0.7976,-0.0004
16.8,0,0,-0.7985,-0.0004
16.82,0,0,-0.7995,-0.0003
16.84,0,0,-0.8004,-0.0003
16.86,0,0,-0.8013,-0.0003
16.88,0,0,-0.8022,-0.0004
16.9,0,0,-0.8032,-0.0004
16.92,0,0,-0.8041,-0.0003
16.94,0,0,-0.805,-0.0002
16.96,0,0,-0.806,-0.0003
16.98,0,0,-0.8069,-0.0003
17,0,0,-0.8079,-0.0003
17.02,0,0,-0.8088,-0.0002
17.04,0,0,-0.8098,-0.0002
17.06,0,0,-0.8108,-0.0002
17.08,0,0,-0.8118,-0.0003
17.1,0,0,-0.8127,-0.0003
17.12,0,0,-0.8137,-0.0003
17.14,0,0,-0.8147,-0.0002
17.16,0,0,-0.8157,-0.0003
17.18,0,0,-0.8167,-0.0003
17.2,0,0,-0.8177,-0.0003
17.22,0,0,-0.8187,-0.0003
17.24,0,0,-0.8197,-0.0002
17.26,0,0,-0.8207,-0.0003
17.28,0,0,-0.8216,-0.0003
17.3,0,0,-0.8226,-0.0003
17.32,0,0,-0.8236,-0.0004
17.34,0,0,-0.8245,-0.0004
17.36,0,0,-0.8255,-0.0003
17.38,0,0,-0.8265,-0.0004
17.4,0,0,-0.8274,-0.0003
17.42,0,0,-0.8284,-0.0003
17.44,0,0,-0.8294,-0.0003
17.46,0,0,-0.8304,-0.0003
17.48,0,0,-0.8314,-0.0003
17.5,0,0,-0.8324,-0.0004
17.52,0,0,-0.8333,-0.0004
17.54,0,0,-0.8343,-0.0003
17.56,0,0,-0.8353,-0.0003
17.58,0,0,-0.8363,-0.0004
17.6,0,0,-0.8373,-0.0004
17.62,0,0,-0.8382,-0.0003
17.64,0,0,-0.8392,-0.0003
17.66,0,0,-0.8403,-0.0003
17.68,0,0,-0.8413,-0.0004
17.7,0,0,-0.8423,-0.0003
17.72,0,0,-0.8433,-0.0003
17.74,0,0,-0.8443,-0.0004
17.76,0,0,-0.8453,-0.0003
17.78,0,0,-0.8463,-0.0003
17.8,0,0,-0.8473,-0.0003
17.82,0,0,-0.8482,-0.0003
17.84,0,0,-0.8492,-0.0003
17.86,0,0,-0.8502,-0.0003
17.88,0,0,-0.8512,-0.0003
17.9,0,0,-0.8522,-0.0003
17.92,0,0,-0.8532,-0.0002
17.94,0,0,-0.8542,-0.0003
17.96,0,0,-0.8551,-0.0004
17.98,0,0,-0.8561,-0.0004
18,0,0,-0.857,-0.0004
18.02,0,0,-0.858,-0.0004
18.04,0,0,-0.8589,-0.0004
18.06,0,0,-0.8599,-0.0004
18.08,0,0,-0.8608,-0.0003
18.1,0,0,-0.8617,-0.0003
18.12,0,0,-0.8627,-0.0004
18.14,0,0,-0.8637,-0.0004
18.16,0,0,-0.8647,-0.0004
18.18,0,0,-0.8656,-0.0004
18.2,0,0,-0.8666,-0.0004
18.22,0,0,-0.8676,-0.0004
18.24,0,0,-0.8686,-0.0004
18.26,0,0,-0.8695,-0.0004
18.28,0,0,-0.8705,-0.0004
18.3,0,0,-0.8714,-0.0004
18.32,0,0,-0.8724,-0.0004
18.34,0,0,-0.8734,-0.0004
18.36,0,0,-0.8744,-0.0003
18.38,0,0,-0.8754,-0.0004
18.4,0,0,-0.8763,-0.0003
18.42,0,0,-0.8773,-0.0004
18.44,0,0,-0.8783,-0.0004
18.46,0,0,-0.8793,-0.0004
18.48,0,0,-0.8802,-0.0004
18.5,0,0,-0.8812,-0.0004
18.52,0,0,-0.8822,-0.0003
18.54,0,0,-0.8831,-0.0003
18.56,0,0,-0.8841,-0.0003
18.58,0,0,-0.885,-0.0003
18.6,0,0,-0.886,-0.0004
18.62,0,0,-0.8869,-0.0004
18.64,0,0,-0.8878,-0.0004
18.66,0,0,-0.8887,-0.0004
18.68,0,0,-0.8897,-0.0004
18.7,0,0,-0.8906,-0.0004
18.72,0,0,-0.8915,-0.0004
18.74,0,0,-0.8925,-0.0005
18.76,0,0,-0.8934,-0.0004
18.78,0,0,-0.8944,-0.0004
18.8,0,0,-0.8953,-0.0004
18.82,0,0,-0.8963,-0.0004
18.84,0,0,-0.8972,-0.0004
18.86,0,0,-0.8981,-0.0004
18.88,0,0,-0.8991,-0.0003
18.9,0,0,-0.9,-0.0004
18.92,0,0,-0.9009,-0.0004
18.94,0,0,-0.9019,-0.0004
18.96,0,0,-0.9029,-0.0004
18.98,0,0,-0.9039,-0.0005
19,0,0,-0.9048,-0.0005
19.02,0,0,-0.9059,-0.0004
19.04,0,0,-0.9069,-0.0004
19.06,0,0,-0.9079,-0.0004
19.08,0,0,-0.9089,-0.0003
19.1,0,0,-0.9099,-0.0003
19.12,0,0,-0.9109,-0.0003
19.14,0,0,-0.9119,-0.0003
19.16,0,0,-0.9129,-0.0004
19.18,0,0,-0.9139,-0.0004
19.2,0,0,-0.9148,-0.0004
19.22,0,0,-0.9158,-0.0004
19.24,0,0,-0.9167,-0.0004
19.26,0,0,-0.9177,-0.0004
19.28,0,0,-0.9186,-0.0004
19.3,0,0,-0.9195,-0.0005
19.32,0,0,-0.9205,-0.0005
19.34,0,0,-0.9214,-0.0004
19.36,0,0,-0.9224,-0.0004
19.38,0,0,-0.9233,-0.0004
19.4,0,0,-0.9243,-0.0004
19.42,0,0,-0.9252,-0.0003
19.44,0,0,-0.9262,-0.0003
19.46,0,0,-0.9271,-0.0004
19.48,0,0,-0.9281,-0.0004
19.5,0,0,-0.929,-0.0004
19.52,0,0,-0.93,-0.0004
19.54,0,0,-0.9309,-0.0004
19.56,0,0,-0.9319,-0.0003
19.58,0,0,-0.9328,-0.0004
19.6,0,0,-0.9337,-0.0003
19.62,0,0,-0.9347,-0.0003
19.64,0,0,-0.9356,-0.0004
19.66,0,0,-0.9366,-0.0005
19.68,0,0,-0.9375,-0.0004
19.7,0,0,-0.9385,-0.0004
19.72,0,0,-0.9395,-0.0004
19.74,0,0,-0.9404,-0.0005
